Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-cs-awmf-guideline-status.json	1833	4	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	23	44	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-awmf.json	3674	3	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	29	40	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-body-systems-conditions.json	3177	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	27	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-care-setting.json	8842	4	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	35	40	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-clinical-application-type.json	4229	4	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	1	0	0	21	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-contact-point.json	2540	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-evidence-rating-system.json	2158	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-evidence-to-decision-certainty-rating.json	10198	4	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	41	43	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-evidence-to-decision-certainty-type.json	5199	7	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	25	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-guideline-author-role.json	7193	8	0	0	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	23	34	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-guideline-release-type.json	3854	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-guideline-sections.json	13337	8	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	42	38	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-intended-audience.json	6142	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-level-of-consensus.json	3987	6	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	19	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-ocebm-2011-levels-of-evidence.json	4625	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	29	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-recommendation-strength-awmf.json	2827	6	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-recommendation-synthesis-type.json	1839	7	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	16	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-recommendation-tags.json	4593	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	28	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-recommendation-version-status.json	2696	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	28	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-related-artifact-types.json	3475	6	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	20	26	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-remark-type.json	3536	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	29	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-cs-rob-2-overall-judgment.json	3694	7	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	21	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-robis-judgment-of-risk-of-bias.json	3932	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	27	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-robis-risk-of-bias-domains.json	3685	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	29	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-target-patient-group.json	1892	4	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	15	27	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-medical-subject-categories.json	2374	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	26	0	0	0	0	0	0
fsh-generated/resources/Composition-AWMFGuidelineExample.json	1601	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	0	0	0
fsh-generated/resources/Composition-AWMFGuidelineS1Example.json	1243	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0
fsh-generated/resources/Composition-AWMFGuidelineS2eExample.json	1247	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/Composition-AWMFGuidelineS2kExample.json	1247	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
fsh-generated/resources/Composition-AWMFGuidelineS3Example.json	1243	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/Composition-GuidelineExample.json	1228	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Composition-NosokomialePneumonie.json	75211	25	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	72	52	0	0	0	0	0	2
fsh-generated/resources/Composition-RecommendationExample.json	3439	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	28	13	0	0	0	0	0	0
fsh-generated/resources/Composition-RecommendationHAPDiagnosis-A.json	2432	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	0	0	0	0	0	0
fsh-generated/resources/Composition-RecommendationHAPDiagnosis-B.json	2375	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0
fsh-generated/resources/Composition-RecommendationHAPDiagnosis.json	4653	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	0	0	0	0	0	0
fsh-generated/resources/Composition-RecommendationMultiplexPCRDiagnostic.json	6419	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	15	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvAuthorLeadVsContrExclusive-Both-SHOULD-FAIL.json	1626	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvAuthorRegistrantSingleton-NoRegistrant-SHOULD-FAIL.json	1271	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvAuthorRegistrantSingleton-SHOULD-PASS.json	1256	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvAuthorRegistrantSingleton-TwoRegistrants-SHOULD-FAIL.json	1743	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvContribAuthorRefPerson-SHOULD-FAIL.json	1128	4	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvLeadingAuthorRefOrganization-SHOULD-PASS.json	1098	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvLeadingAuthorRefPerson-SHOULD-FAIL.json	1118	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvPrelimCompNeedsConsultationPeriod-NoDate-SHOULD-FAIL.json	1277	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvPreliminaryCompositionNeedsConsultationPeriod-SHOULD-PASS.json	1495	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRegCompNeedsPlannedCompletionDate-NoDate-SHOULD-FAIL.json	1467	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRegCompNeedsPlannedCompletionDate-SHOULD-PASS.json	1619	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRequireOfficialIdentifier-NoOfficialId-SHOULD-FAIL.json	1270	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	1	0	0	0
fsh-generated/resources/Composition-TestInvRequireOfficialIdentifier-TwoOfficialId-SHOULD-FAIL.json	1400	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRequireReleaseTypeIfRegistered-NoTag-SHOULD-FAIL.json	1431	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRequireReleaseTypeIfRegistered-SHOULD-PASS.json	1616	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvRequireReleaseTypeIfRegistered-WrongCode-SHOULD-FAIL.json	1615	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvVersionMajorMinor-VersionInvalid-SHOULD-FAIL.json	1264	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvVersionMajorMinor-VersionInvalid2-SHOULD-FAIL.json	1433	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Composition-TestInvVersionMajorMinor-VersionMajorMinorPatch-SHOULD-FAIL.json	1273	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-FHIRStatusToAWMFStatus.json	2702	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	28	24	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-GuidelineReport.json	842	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-ImplementationGuidance.json	927	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-LongVersion.json	859	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-PatientVersion.json	876	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-ShortVersion.json	826	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Guideline-020-013-SlideDeck.json	847	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-guideline-attachment-example.json	698	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Evidence-Evidence-MultiplexPCRDiagnostic-AntibioticDays.json	469	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	23	0	0	0	0	0	0
fsh-generated/resources/Evidence-Evidence-MultiplexPCRDiagnostic-Mortality.json	453	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34	0	0	0	0	0	0
fsh-generated/resources/Evidence-Evidence-MultiplexPCRDiagnostic-TimeToDeescalation.json	482	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-OutcomeAntibioticDays.json	317	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-OutcomeMortality.json	300	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-OutcomeTimeToDeescalation.json	331	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0
fsh-generated/resources/Organization-AWMF.json	351	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0
fsh-generated/resources/Organization-AWMFMemberOrganizationExample.json	847	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	1
fsh-generated/resources/Organization-CPAnet.json	289	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0
fsh-generated/resources/Organization-DGAI.json	998	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Organization-DGCH.json	917	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Organization-DGHM.json	965	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0
fsh-generated/resources/Organization-DGI.json	925	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0
fsh-generated/resources/Organization-DGIIN.json	1041	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/Organization-DGIM.json	932	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0
fsh-generated/resources/Organization-DGP.json	982	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	0	0	0
fsh-generated/resources/Organization-DRG.json	1020	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0
fsh-generated/resources/Organization-DSG.json	889	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Organization-GFV.json	886	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
fsh-generated/resources/Organization-PEG.json	947	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0
fsh-generated/resources/Organization-RKI.json	238	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-Recommendation-PlanDefinition-example.json	590	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	1	0	0
fsh-generated/resources/Practitioner-GuidelineAuthorExample.json	510	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-JessicaRademacher.json	614	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-GuidelineAuthorRoleExample.json	667	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-JessicaRademacherDGPFor020-013.json	668	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	25	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-awmf-guideline-s1.json	1065	4	0	4128	0	0	0	0	0	422	0	0	7	0	0	0	0	46	0	0	7129	17177	0	0	0	150	7	21
fsh-generated/resources/StructureDefinition-awmf-guideline-s2e.json	1034	3	0	745	0	0	0	0	0	542	0	0	4	0	0	0	0	48	0	0	7204	12309	0	0	0	152	5	21
fsh-generated/resources/StructureDefinition-awmf-guideline-s2k.json	1038	3	0	493	0	0	0	0	0	352	0	0	3	0	0	0	0	17	0	0	7073	11025	0	0	0	151	4	22
fsh-generated/resources/StructureDefinition-awmf-guideline-s3.json	1077	4	0	756	0	0	0	0	0	454	0	0	4	0	0	0	0	16	0	0	7066	10418	0	0	0	219	3	18
fsh-generated/resources/StructureDefinition-awmf-guideline.json	3739	3	0	0	0	0	0	0	0	415	0	0	3	0	0	0	0	17	0	0	7167	10726	0	0	0	149	1	19
fsh-generated/resources/StructureDefinition-awmf-member-organization.json	1975	3	0	73	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	112	252	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-agreeii.json	1259	4	0	232	0	0	0	0	0	24	0	0	1	0	0	0	0	1	0	0	220	596	0	0	0	5	1	1
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-amstar2.json	1244	3	0	31	0	0	0	1	0	18	0	0	0	0	0	0	0	1	0	0	218	516	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-cochrane-rob.json	1273	3	0	35	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	218	444	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-grade.json	10217	4	0	69	1	0	0	0	0	97	0	0	0	0	0	0	0	2	0	0	713	701	0	0	0	18	0	2
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-oxford2011.json	1307	3	0	35	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	217	322	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating-robis.json	1249	4	0	31	0	0	0	0	0	18	0	0	1	0	0	0	0	1	0	0	216	313	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating.json	3113	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	247	333	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ext-artifact-extended-contact.json	1794	3	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	35	122	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-author-language.json	2646	4	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	38	126	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-consultation-period.json	1717	3	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	33	184	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-first-publication-date.json	1689	3	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	35	132	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-guideline-author-role.json	1807	3	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	36	183	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-planned-completion-date.json	1716	4	0	10	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	42	177	0	0	0	0	1	0
fsh-generated/resources/StructureDefinition-ext-publication-date.json	1631	3	0	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	36	177	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-recommendation-version-status.json	2143	3	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	37	127	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-registration-date.json	1651	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	34	126	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-relates-to-classifier.json	1616	3	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	34	123	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-relates-to-label.json	1559	3	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	41	123	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-section-coding.json	2249	3	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	39	123	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-section-intended-audience.json	1873	4	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	37	124	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-section-keyword.json	4399	3	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	155	235	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ext-section-language.json	2509	4	0	6	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	42	123	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-submission-date.json	1666	6	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	38	157	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-guideline-attachment.json	839	3	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	134	303	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-guideline-author-role.json	1018	3	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	76	210	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-guideline-author.json	669	3	0	9	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	86	269	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-guideline.json	308874	25	0	0	0	0	0	0	0	1091	0	0	6	0	0	0	0	15	0	0	12083	12225	0	1	0	282	1	16
fsh-generated/resources/StructureDefinition-outcome-evidence.json	1481	5	0	15	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	200	315	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-recommendation-justification-awmf.json	2293	4	0	890	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	266	493	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-recommendation-justification-grade.json	10785	3	0	32	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	566	612	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-recommendation-justification.json	12611	4	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	1	0	0	438	533	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-recommendation.json	117470	17	0	171	1	0	0	0	0	514	0	0	3	0	0	0	0	9	0	0	5045	5151	0	1	0	112	1	9
fsh-generated/resources/ValueSet-ocebm-2011-levels-of-evidence-vs.json	521	6	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	14	68	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-agree-ii-domains.json	450	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-amstar2-confidence-ratings.json	533	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	42	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-awmf-guideline-class.json	473	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	46	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-awmf-guideline-status.json	478	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	46	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-body-system-conditions.json	454	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	60	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-care-level.json	536	5	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	13	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-care-stage.json	740	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-clinical-application-type.json	474	6	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	46	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-content-types.json	2442	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	71	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-dissemination-website.json	610	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	67	0	0	0	0	0	0
